Date,Open,High,Low,Close,Adj Close,Volume
2017-10-13,590.2999877929688,598.25,588.2999877929688,592.8499755859375,579.0396118164062,936015
2017-10-16,595.0,608.9000244140625,594.2999877929688,606.75,592.6158447265625,1716771
2017-10-17,606.0,635.9000244140625,602.0,632.0999755859375,617.3753662109375,2563968
2017-10-18,631.0,631.0,609.0,611.0,596.7669677734375,1185323
2017-10-19,613.9500122070312,613.9500122070312,602.0499877929688,607.7999877929688,593.6414184570312,151609
2017-10-23,613.0,619.4500122070312,589.5,592.9000244140625,579.0885009765625,1413195
2017-10-24,600.2999877929688,600.6500244140625,591.2999877929688,595.0499877929688,581.1884765625,1138645
2017-10-25,599.0,604.0,589.5,592.6500244140625,578.8443603515625,991374
2017-10-26,595.4000244140625,616.7999877929688,592.5499877929688,611.5,597.2552490234375,2002276
2017-10-27,625.0,629.7999877929688,616.2000122070312,625.0499877929688,610.4896240234375,2198491
2017-10-30,623.25,630.0,614.5499877929688,626.0499877929688,611.46630859375,1045267
2017-10-31,629.0,634.9000244140625,621.5999755859375,627.5999755859375,612.9801635742188,1522851
2017-11-01,628.25,633.3499755859375,621.1500244140625,626.75,612.1499633789062,1359809
2017-11-02,626.4000244140625,642.7999877929688,625.1500244140625,636.0,621.1845092773438,2058898
2017-11-03,640.0,648.1500244140625,629.5499877929688,640.0999755859375,625.18896484375,1722647
2017-11-06,637.0999755859375,661.0,636.9000244140625,654.7999877929688,639.546630859375,2195805
2017-11-07,663.4000244140625,663.4000244140625,602.0,607.5499877929688,593.3972778320312,7331364
2017-11-08,624.8499755859375,637.7999877929688,620.0,622.5999755859375,608.0966796875,5570213
2017-11-09,624.0,628.0,611.5999755859375,614.5499877929688,600.234130859375,1809019
2017-11-10,617.5,621.5,603.6500244140625,609.2999877929688,595.1065063476562,1400233
2017-11-13,610.2999877929688,611.2999877929688,595.7000122070312,602.0999755859375,588.07421875,1109147
2017-11-14,598.0,613.2999877929688,598.0,602.4500122070312,588.4160766601562,1498244
2017-11-15,602.6500244140625,607.9500122070312,590.2000122070312,593.6500244140625,579.821044921875,1171698
2017-11-16,595.3499755859375,599.4500122070312,590.0,592.8499755859375,579.0396118164062,1228065
2017-11-17,607.0,614.9000244140625,600.6500244140625,608.5499877929688,594.3739624023438,1448847
2017-11-20,605.5499877929688,608.0,596.0999755859375,604.25,590.174072265625,1609788
2017-11-21,607.0,624.0,607.0,616.0999755859375,601.748046875,2222545
2017-11-22,616.9000244140625,625.7000122070312,614.0,619.25,604.8247680664062,2014698
2017-11-23,619.25,625.2000122070312,615.0,617.5999755859375,603.2131958007812,792383
2017-11-24,619.5,623.9000244140625,613.25,615.7000122070312,601.357421875,1118354
2017-11-27,617.0,619.9000244140625,611.0499877929688,614.7999877929688,600.4783935546875,1388114
2017-11-28,616.0,621.7000122070312,609.7999877929688,611.7999877929688,597.5482788085938,1486189
2017-11-29,615.0,619.4000244140625,605.25,607.9000244140625,593.7391357421875,1465289
2017-11-30,605.0,607.8499755859375,597.0499877929688,600.9000244140625,586.9022216796875,1612910
2017-12-01,604.5,606.0,593.7000122070312,598.0999755859375,584.1673583984375,747562
2017-12-04,599.2999877929688,602.7999877929688,588.7999877929688,596.7000122070312,582.800048828125,660077
2017-12-05,595.0,599.8499755859375,591.75,596.4500122070312,582.5557861328125,979009
2017-12-06,595.7999877929688,603.7999877929688,594.5,596.4500122070312,582.5557861328125,919271
2017-12-07,598.0,600.0,588.2999877929688,593.4500122070312,579.625732421875,752359
2017-12-08,595.0,607.0,592.4500122070312,603.0999755859375,589.0509033203125,606123
2017-12-11,612.0,612.9500122070312,597.2000122070312,603.6500244140625,589.588134765625,850998
2017-12-12,604.7000122070312,606.0,590.0,591.6500244140625,577.86767578125,762200
2017-12-13,591.5,598.1500244140625,576.3499755859375,578.1500244140625,564.6821899414062,1197264
2017-12-14,580.0,593.7000122070312,575.0999755859375,590.4500122070312,576.6956176757812,1428906
2017-12-15,597.0,597.0,573.2000122070312,576.4500122070312,563.021728515625,4312419
2017-12-18,578.4000244140625,594.9000244140625,571.6500244140625,591.6500244140625,577.86767578125,2379562
2017-12-19,592.4500122070312,605.7000122070312,592.4500122070312,603.9000244140625,589.832275390625,1474696
2017-12-20,605.7000122070312,611.0,597.75,600.6500244140625,586.6580200195312,1068145
2017-12-21,602.9500122070312,608.7000122070312,596.0,599.7999877929688,585.8278198242188,1274585
2017-12-22,603.0,604.0,598.8499755859375,601.2000122070312,587.1951904296875,668806
2017-12-26,604.0499877929688,614.9000244140625,596.0999755859375,611.75,597.4994506835938,1239536
2017-12-27,613.0,623.75,610.2000122070312,612.6500244140625,598.3785400390625,1765029
2017-12-28,614.0,616.1500244140625,603.2000122070312,606.0499877929688,591.9321899414062,1428319
2017-12-29,606.1500244140625,611.9000244140625,604.0999755859375,608.5,594.3251342773438,702774
2018-01-01,608.0,617.8499755859375,607.0,611.5,597.2552490234375,873546
2018-01-02,614.2000122070312,619.0,605.5,607.7999877929688,593.6414184570312,1038258
2018-01-03,611.0,613.9000244140625,604.5499877929688,606.7999877929688,592.6646728515625,771828
2018-01-04,609.4500122070312,618.4000244140625,603.4500122070312,616.75,602.3829956054688,990602
2018-01-05,617.0,619.8499755859375,611.0999755859375,615.1500244140625,600.8202514648438,1072254
2018-01-08,618.5,627.5,612.2000122070312,615.0499877929688,600.7225952148438,1061612
2018-01-09,617.0,618.6500244140625,610.6500244140625,615.5999755859375,601.2597045898438,846158
2018-01-10,616.0,624.1500244140625,612.8499755859375,619.75,605.3131103515625,1207313
2018-01-11,619.0,619.0,609.0999755859375,612.3499755859375,598.0855102539062,1092456
2018-01-12,614.0,618.4000244140625,603.0999755859375,612.0999755859375,597.8412475585938,891848
2018-01-15,612.5,615.5,608.2000122070312,610.25,596.034423828125,470386
2018-01-16,610.1500244140625,613.5,599.0,601.4000244140625,587.3905029296875,1088762
2018-01-17,601.0499877929688,610.5999755859375,597.0499877929688,607.1500244140625,593.0065307617188,883340
2018-01-18,608.0999755859375,612.9500122070312,598.25,603.6500244140625,589.588134765625,1028921
2018-01-19,603.6500244140625,605.0999755859375,600.1500244140625,602.75,588.7090454101562,818518
2018-01-22,604.4000244140625,605.0,593.0999755859375,601.1500244140625,587.1464233398438,933769
2018-01-23,602.5,625.0,600.2999877929688,622.3499755859375,607.8525390625,2105060
2018-01-24,621.9500122070312,623.75,612.9000244140625,618.2999877929688,603.8967895507812,1089562
2018-01-25,618.1500244140625,631.0,613.7000122070312,621.4000244140625,606.9246215820312,2973765
2018-01-29,624.9500122070312,628.4000244140625,611.0999755859375,615.0,600.6737060546875,1564268
2018-01-30,613.0,613.0999755859375,603.2000122070312,605.9500122070312,591.8345336914062,596682
2018-01-31,608.0,608.5,590.0,592.1500244140625,578.3560180664062,1264055
2018-02-01,591.9000244140625,597.0,580.2000122070312,587.0499877929688,573.374755859375,1050098
2018-02-02,586.0,593.9000244140625,575.0999755859375,581.1500244140625,567.6122436523438,998752
2018-02-05,576.0,582.0999755859375,571.2000122070312,580.0999755859375,566.586669921875,797017
2018-02-06,561.0,572.0,558.0499877929688,564.25,551.1058959960938,1284112
2018-02-07,578.5,579.9000244140625,554.2000122070312,569.25,555.9894409179688,3161498
2018-02-08,584.0,617.1500244140625,580.1500244140625,612.6500244140625,598.3785400390625,8349913
2018-02-09,595.0,626.0,595.0,621.4000244140625,606.9246215820312,2373799
2018-02-12,629.3499755859375,635.0,618.8499755859375,621.6500244140625,607.1688842773438,1957424
2018-02-14,622.0999755859375,630.2999877929688,611.5,616.1500244140625,601.7969360351562,1306512
2018-02-15,613.25,621.4500122070312,602.9500122070312,605.8499755859375,591.73681640625,1391858
2018-02-16,611.2999877929688,613.9500122070312,605.5,611.0999755859375,596.8645629882812,906025
2018-02-19,612.0,612.1500244140625,594.3499755859375,600.4000244140625,586.4138793945312,1216005
2018-02-20,603.4500122070312,606.0999755859375,592.0,603.4500122070312,589.392822265625,1599249
2018-02-21,607.0,607.75,589.25,597.25,583.3372802734375,1409752
2018-02-22,595.0,597.25,586.5999755859375,589.6500244140625,575.914306640625,1859008
2018-02-23,591.7999877929688,605.0,590.0,595.6500244140625,581.7744750976562,1576584
2018-02-26,596.25,598.2999877929688,588.75,590.0999755859375,576.353759765625,1417465
2018-02-27,591.7000122070312,598.9000244140625,583.0999755859375,586.5,572.8377075195312,1349590
2018-02-28,590.0,596.5999755859375,587.0999755859375,589.6500244140625,575.914306640625,2255189
2018-03-01,593.9000244140625,593.9000244140625,580.4000244140625,581.7000122070312,568.1494750976562,1343806
2018-03-05,582.0999755859375,585.0,578.0499877929688,579.25,565.7565307617188,1179725
2018-03-06,581.5999755859375,589.4000244140625,580.0499877929688,584.0999755859375,570.4935302734375,1891302
2018-03-07,587.4500122070312,589.0999755859375,578.2000122070312,580.2000122070312,566.684326171875,1849650
2018-03-08,584.0,584.0,574.0,578.0,564.53564453125,1084582
2018-03-09,579.9500122070312,585.2000122070312,568.0499877929688,571.0499877929688,557.74755859375,1149194
2018-03-12,575.0499877929688,582.2000122070312,563.5499877929688,580.6500244140625,567.1238403320312,919792
2018-03-13,579.0,582.9000244140625,575.1500244140625,578.75,565.2681884765625,801792
2018-03-14,578.3499755859375,583.7999877929688,571.6500244140625,577.9000244140625,564.4379272460938,811747
2018-03-15,578.0,579.5999755859375,569.0,571.1500244140625,557.84521484375,849222
2018-03-16,570.0999755859375,574.0,557.0499877929688,559.4000244140625,546.368896484375,1867538
2018-03-19,563.6500244140625,566.9000244140625,555.4000244140625,559.75,546.7107543945312,1447941
2018-03-20,555.0999755859375,561.8499755859375,522.9000244140625,552.9000244140625,540.0203857421875,9119209
2018-03-21,558.5,567.4500122070312,546.4000244140625,551.0499877929688,538.21337890625,3091963
2018-03-22,551.9000244140625,555.0,538.1500244140625,540.75,528.1533203125,1506405
2018-03-23,539.0,540.7000122070312,534.0,538.4000244140625,525.858154296875,1203262
2018-03-26,538.1500244140625,544.5999755859375,532.9500122070312,541.7999877929688,529.178955078125,1105319
2018-03-27,541.0,549.0,541.0,545.0499877929688,532.3532104492188,2206872
2018-03-28,544.0,548.7999877929688,534.0,545.4500122070312,532.743896484375,2667979
2018-04-02,548.0,578.9500122070312,545.9000244140625,576.25,562.826416015625,2823880
2018-04-03,572.0,578.3499755859375,568.7999877929688,570.2999877929688,557.0149536132812,2493190
2018-04-04,572.3499755859375,575.4500122070312,564.5,569.7999877929688,556.5266723632812,1852997
2018-04-05,574.0,578.5499877929688,558.3499755859375,560.3499755859375,547.2967529296875,2396864
2018-04-06,560.2999877929688,571.0,557.25,558.9500122070312,545.9293212890625,2420324
2018-04-09,565.9000244140625,565.9000244140625,555.5,556.75,543.7807006835938,1470765
2018-04-10,558.0,567.0,556.5999755859375,558.1500244140625,545.1480712890625,1591682
2018-04-11,560.7000122070312,564.0,558.5,561.5,548.4199829101562,1789789
2018-04-12,562.9000244140625,562.9500122070312,554.7999877929688,556.1500244140625,543.1946411132812,1309557
2018-04-13,557.5499877929688,561.1500244140625,552.5499877929688,555.5,542.559814453125,1019158
2018-04-16,553.0499877929688,587.7999877929688,553.0499877929688,584.9500122070312,571.32373046875,6741354
2018-04-17,585.5499877929688,588.3499755859375,575.7000122070312,579.9500122070312,566.4402465820312,2688507
2018-04-18,582.0,597.0,582.0,584.5999755859375,570.9818725585938,3853951
2018-04-19,584.25,592.0,583.0499877929688,584.4000244140625,570.7865600585938,1525419
2018-04-20,582.3499755859375,593.4000244140625,581.5,589.0499877929688,575.3282470703125,1641179
2018-04-23,576.0,601.75,576.0,600.1500244140625,586.1696166992188,3016500
2018-04-24,601.0,604.9000244140625,595.0999755859375,601.9000244140625,587.87890625,2782988
2018-04-25,600.5,600.5,586.2000122070312,593.0499877929688,579.2350463867188,1125208
2018-04-26,591.0,602.9000244140625,590.5499877929688,599.9500122070312,585.974365234375,1503008
2018-04-27,602.0,607.0,593.0,599.8499755859375,585.8766479492188,1031376
2018-04-30,602.2000122070312,609.0,602.0,607.4000244140625,593.2507934570312,687828
2018-05-02,610.0,621.9000244140625,608.9500122070312,612.0,597.7435913085938,1862999
2018-05-03,613.0,613.0999755859375,597.0,609.2999877929688,595.1065063476562,999887
2018-05-04,612.0999755859375,612.4500122070312,595.5,597.0,583.093017578125,925559
2018-05-07,598.5999755859375,600.0999755859375,585.0,591.0499877929688,577.2816162109375,1046885
2018-05-08,592.4000244140625,601.9500122070312,586.5499877929688,590.6500244140625,576.8909912109375,1039491
2018-05-09,591.4000244140625,596.0,585.5499877929688,588.0,574.3026733398438,652527
2018-05-10,594.0,594.5999755859375,572.5,575.5,562.0939331054688,2163326
2018-05-11,577.0499877929688,580.75,565.0999755859375,573.7000122070312,560.3358154296875,921890
2018-05-14,575.0,580.5,570.8499755859375,578.5,565.02392578125,888370
2018-05-15,579.7999877929688,593.0,573.0999755859375,575.7999877929688,562.3868408203125,2049528
2018-05-16,575.0,575.0,546.0,559.9000244140625,546.8572387695312,4071898
2018-05-17,557.9000244140625,560.0,538.7999877929688,553.75,540.8505249023438,3719963
2018-05-18,555.0,556.0,530.0,533.0499877929688,520.6327514648438,1708157
2018-05-21,531.6500244140625,536.7999877929688,516.0,520.4500122070312,508.32623291015625,2013336
2018-05-22,524.7999877929688,531.0999755859375,507.20001220703125,524.0,511.7935485839844,3080285
2018-05-23,515.0,564.9000244140625,515.0,532.4000244140625,519.9978637695312,7413823
2018-05-24,536.5,544.5499877929688,530.0,533.5,521.0722045898438,1925524
2018-05-25,538.8499755859375,538.8499755859375,527.5,536.6500244140625,524.14892578125,1525355
2018-05-28,534.0,548.2999877929688,534.0,539.5,526.9324951171875,1460566
2018-05-29,539.0999755859375,542.5999755859375,527.7000122070312,530.5999755859375,518.2398071289062,2656979
2018-05-30,529.0999755859375,529.0999755859375,519.5499877929688,525.5999755859375,513.3562622070312,2156315
2018-05-31,528.5999755859375,533.6500244140625,521.0499877929688,524.7999877929688,512.5748901367188,3539206
2018-06-01,526.9500122070312,530.75,521.0499877929688,524.5,512.2819213867188,1625446
2018-06-04,527.5,529.0,517.1500244140625,520.7000122070312,508.5704650878906,1247023
2018-06-05,520.2999877929688,544.75,517.7000122070312,542.0999755859375,529.4718627929688,3398337
2018-06-06,542.0999755859375,548.0,533.4000244140625,538.4500122070312,525.9069213867188,2909756
2018-06-07,541.9500122070312,542.5499877929688,537.2000122070312,540.7000122070312,528.1045532226562,1119973
2018-06-08,541.7999877929688,562.0,538.75,559.6500244140625,546.6130981445312,4815940
2018-06-11,560.0,570.0,559.0,560.7999877929688,547.736328125,3113604
2018-06-12,561.9000244140625,573.0,561.0,567.0999755859375,553.8895263671875,3234303
2018-06-13,569.9500122070312,593.5,569.9500122070312,582.0999755859375,568.5401611328125,4657712
2018-06-14,588.9500122070312,592.9000244140625,583.5,588.0499877929688,574.3515014648438,3244655
2018-06-15,590.0,614.5499877929688,589.7999877929688,611.5999755859375,597.3528442382812,7125922
2018-06-18,612.0,618.7999877929688,600.2999877929688,606.5,592.3717041015625,2518169
2018-06-19,606.25,610.4500122070312,598.2000122070312,601.8499755859375,587.8299560546875,2992184
2018-06-20,613.0,622.75,600.3499755859375,602.8499755859375,588.8067016601562,9121187
2018-06-21,608.7999877929688,609.7000122070312,602.0,603.5,589.4415893554688,3052143
2018-06-22,604.0,618.0499877929688,595.25,615.75,601.40625,3245849
2018-06-25,615.0999755859375,622.5499877929688,608.0,611.4000244140625,597.1575927734375,3253606
2018-06-26,606.0,608.7000122070312,597.25,599.5,585.5347900390625,2323337
2018-06-27,602.5,606.9500122070312,593.0,602.2999877929688,588.2694702148438,2520918
2018-06-28,604.5,609.9000244140625,596.0,600.9000244140625,586.9022216796875,4173735
2018-06-29,601.5,619.9000244140625,599.9000244140625,616.6500244140625,602.2853393554688,1525608
2018-07-02,620.0,620.0,611.0,617.0,602.6271362304688,1502606
2018-07-03,617.0,644.6500244140625,608.0499877929688,640.4000244140625,625.4820556640625,5271600
2018-07-04,644.9500122070312,648.0,623.7999877929688,628.9000244140625,614.2499389648438,5043141
